Series;Time;Value
a-cube;2020-02-09T02:28:00+05:30;0.21070197161888898
a-cube;2020-02-09T02:30:00+05:30;0.21109935000037033
a-cube;2020-02-09T02:32:00+05:30;0.017120859467543475
a-cube;2020-02-09T02:34:00+05:30;0.01770055161479714
a-cube;2020-02-09T02:36:00+05:30;0.017349714448148066
a-cube;2020-02-09T02:38:00+05:30;0.016960078437139488
a-cube;2020-02-09T02:40:00+05:30;0.01746705837037034
a-cube;2020-02-09T02:42:00+05:30;0.017515947481850504
a-cube;2020-02-09T02:44:00+05:30;0.01779613644074076
a-cube;2020-02-09T02:46:00+05:30;0.01696146281481481
a-cube;2020-02-09T02:48:00+05:30;0.01723919975709657
a-cube;2020-02-09T02:50:00+05:30;0.017635217192592603
a-cube;2020-02-09T02:52:00+05:30;0.0179962285592593
a-cube;2020-02-09T02:54:00+05:30;0.016467968263763802
a-cube;2020-02-09T02:56:00+05:30;0.016963895703703664
a-cube;2020-02-09T02:58:00+05:30;0.01789183155555567
a-cube;2020-02-09T03:00:00+05:30;0.01749346389860595
a-cube;2020-02-09T03:02:00+05:30;0.017331494618518524
a-cube;2020-02-09T03:04:00+05:30;0.017569896718518614
a-cube;2020-02-09T03:06:00+05:30;0.1478261635282977
a-cube;2020-02-09T03:08:00+05:30;0.12121549625759254
a-cube;2020-02-09T03:10:00+05:30;0.12115637402165438
a-cube;2020-02-09T03:12:00+05:30;0.20555243375961918
a-cube;2020-02-09T03:14:00+05:30;0.20557008103259258
a-cube;2020-02-09T03:16:00+05:30;0.016992782296720035
a-cube;2020-02-09T03:18:00+05:30;0.017231703718518523
a-cube;2020-02-09T03:20:00+05:30;0.01777644897407408
a-cube;2020-02-09T03:22:00+05:30;0.01679917763703715
a-cube;2020-02-09T03:24:00+05:30;0.017185044955555645
a-cube;2020-02-09T03:26:00+05:30;0.017536225085185177
a-cube;2020-02-09T03:28:00+05:30;0.017397385205980782
a-cube;2020-02-09T03:30:00+05:30;0.017991676351259367
a-cube;2020-02-09T03:32:00+05:30;0.0175378835222222
a-cube;2020-02-09T03:34:00+05:30;0.01730625708148153
a-cube;2020-02-09T03:36:00+05:30;0.0173661622592593
a-cube;2020-02-09T03:38:00+05:30;0.017463556729339472
a-cube;2020-02-09T03:40:00+05:30;0.017049675625925992
a-cube;2020-02-09T03:42:00+05:30;0.01684374362592597
a-cube;2020-02-09T03:44:00+05:30;0.017481023623778888
a-cube;2020-02-09T03:46:00+05:30;0.017532350340740768
a-cube;2020-02-09T03:48:00+05:30;0.018044141625925915
a-cube;2020-02-09T03:50:00+05:30;0.017000766315253057
a-cube;2020-02-09T03:52:00+05:30;0.016835394350794584
a-cube;2020-02-09T03:54:00+05:30;0.01706574659629624
a-cube;2020-02-09T03:56:00+05:30;0.017325097560007476
a-cube;2020-02-09T03:58:00+05:30;0.017662861714814862
a-cube;2020-02-09T04:00:00+05:30;0.017601066847505804
a-cube;2020-02-09T04:02:00+05:30;0.018233446588888782
a-cube;2020-02-09T04:04:00+05:30;0.017562741551851887
a-cube;2020-02-09T04:06:00+05:30;0.017250442173242588
a-cube;2020-02-09T04:08:00+05:30;0.22395599532574068
a-cube;2020-02-09T04:10:00+05:30;0.22411595787759248
a-cube;2020-02-09T04:12:00+05:30;0.01858856539999998
a-cube;2020-02-09T04:14:00+05:30;0.193731818194074
a-cube;2020-02-09T04:16:00+05:30;0.1941240116051851
a-cube;2020-02-09T04:18:00+05:30;0.017565274423061963
a-cube;2020-02-09T04:20:00+05:30;0.017205228488888714
a-cube;2020-02-09T04:22:00+05:30;0.017833552874074145
a-cube;2020-02-09T04:24:00+05:30;0.017395633633333435
a-cube;2020-02-09T04:26:00+05:30;0.017603958459259206
a-cube;2020-02-09T04:28:00+05:30;0.016596412257953348
a-cube;2020-02-09T04:30:00+05:30;0.25535485951506265
a-cube;2020-02-09T04:32:00+05:30;0.20709190016519174
a-cube;2020-02-09T04:34:00+05:30;0.20685838636249151
a-cube;2020-02-09T04:36:00+05:30;0.017222368859375576
a-cube;2020-02-09T04:38:00+05:30;0.017893441370370317
a-cube;2020-02-09T04:40:00+05:30;0.01730186608070943
a-cube;2020-02-09T04:42:00+05:30;0.017825834277777633
a-cube;2020-02-09T04:44:00+05:30;0.01773300755680296
a-cube;2020-02-09T04:46:00+05:30;0.017308923577777812
a-cube;2020-02-09T04:48:00+05:30;0.01768146137037039
a-cube;2020-02-09T04:50:00+05:30;0.01715176880370369
a-cube;2020-02-09T04:52:00+05:30;0.01713914942966489
a-cube;2020-02-09T04:54:00+05:30;0.20594489482129627
a-cube;2020-02-09T04:56:00+05:30;0.2067920211953705
a-cube;2020-02-09T04:58:00+05:30;0.27214686391437953
a-cube;2020-02-09T05:00:00+05:30;0.2192635975711237
a-cube;2020-02-09T05:02:00+05:30;0.22052372329861822
a-cube;2020-02-09T05:04:00+05:30;0.018347337103703728
a-cube;2020-02-09T05:06:00+05:30;0.016701349703791734
a-cube;2020-02-09T05:08:00+05:30;0.01684070592898612
a-cube;2020-02-09T05:10:00+05:30;0.17801311921285187
a-cube;2020-02-09T05:12:00+05:30;0.17772347535222233
a-cube;2020-02-09T05:14:00+05:30;0.016560570240740813
a-cube;2020-02-09T05:16:00+05:30;0.017225538129629445
a-cube;2020-02-09T05:18:00+05:30;0.017442215611111297
a-cube;2020-02-09T05:20:00+05:30;0.017001986440480715
a-cube;2020-02-09T05:22:00+05:30;0.01708376745925927
a-cube;2020-02-09T05:24:00+05:30;0.017063720877777713
a-cube;2020-02-09T05:26:00+05:30;0.016938619228563295
a-cube;2020-02-09T05:28:00+05:30;0.21886743472444453
a-cube;2020-02-09T05:30:00+05:30;0.21789916173555574
a-cube;2020-02-09T05:32:00+05:30;0.01691270078148153
a-cube;2020-02-09T05:34:00+05:30;0.017764393255555583
a-cube;2020-02-09T05:36:00+05:30;0.018290290040136367
a-cube;2020-02-09T05:38:00+05:30;0.017475842081481438
a-cube;2020-02-09T05:40:00+05:30;0.01734007003703685
a-cube;2020-02-09T05:42:00+05:30;0.01718938143788428
a-cube;2020-02-09T05:44:00+05:30;0.017116342155555693
a-cube;2020-02-09T05:46:00+05:30;0.017175650737037
a-cube;2020-02-09T05:48:00+05:30;0.016713935311111053
a-cube;2020-02-09T05:50:00+05:30;0.017595123974074176
a-cube;2020-02-09T05:52:00+05:30;0.017476949437037204
a-cube;2020-02-09T05:54:00+05:30;0.01631147486861146
a-cube;2020-02-09T05:56:00+05:30;0.016811037277777677
a-cube;2020-02-09T05:58:00+05:30;0.017090309140740636
a-cube;2020-02-09T06:00:00+05:30;0.017168132258160877
a-cube;2020-02-09T06:02:00+05:30;0.01719604095185169
a-cube;2020-02-09T06:04:00+05:30;0.017767021462632003
a-cube;2020-02-09T06:06:00+05:30;0.01771902628888909
a-cube;2020-02-09T06:08:00+05:30;0.017617940870370316
a-cube;2020-02-09T06:10:00+05:30;0.017921930620247065
a-cube;2020-02-09T06:12:00+05:30;0.14581108139759247
a-cube;2020-02-09T06:14:00+05:30;0.1458251577605555
a-cube;2020-02-09T06:16:00+05:30;0.017616892988888824
a-cube;2020-02-09T06:18:00+05:30;0.017501289937037028
a-cube;2020-02-09T06:20:00+05:30;0.017397425996296206
a-cube;2020-02-09T06:22:00+05:30;0.01627181040764936
a-cube;2020-02-09T06:24:00+05:30;0.01703307519999992
a-cube;2020-02-09T06:26:00+05:30;0.01796791742794566
a-cube;2020-02-09T06:28:00+05:30;0.017079607550324342
a-cube;2020-02-09T06:30:00+05:30;0.017355225912279244
a-cube;2020-02-09T06:32:00+05:30;0.019106563116057466
a-cube;2020-02-09T06:34:00+05:30;0.25564226074817425
a-cube;2020-02-09T06:36:00+05:30;0.20661302500222242
a-cube;2020-02-09T06:38:00+05:30;0.20653046754180926
a-cube;2020-02-09T06:40:00+05:30;0.01703283948518515
a-cube;2020-02-09T06:42:00+05:30;0.017027944187864644
a-cube;2020-02-09T06:44:00+05:30;0.016907062542064942
a-cube;2020-02-09T06:46:00+05:30;0.017565566818518567
a-cube;2020-02-09T06:48:00+05:30;0.016768708477777824
a-cube;2020-02-09T06:50:00+05:30;0.016898541038736836
a-cube;2020-02-09T06:52:00+05:30;0.01704078943703706
a-cube;2020-02-09T06:54:00+05:30;0.017163572813116233
a-cube;2020-02-09T06:56:00+05:30;0.017223430064844447
a-cube;2020-02-09T06:58:00+05:30;0.01718958102747767
a-cube;2020-02-09T07:00:00+05:30;0.01749685511427823
a-cube;2020-02-09T07:02:00+05:30;0.25063886523345147
a-cube;2020-02-09T07:04:00+05:30;0.20326700624425903
a-cube;2020-02-09T07:06:00+05:30;0.20374045045071393
a-cube;2020-02-09T07:08:00+05:30;0.11687123116388871
a-cube;2020-02-09T07:10:00+05:30;0.1173223277601851
a-cube;2020-02-09T07:12:00+05:30;0.0173366581448943
a-cube;2020-02-09T07:14:00+05:30;0.01726835361851839
a-cube;2020-02-09T07:16:00+05:30;0.01742374176666662
a-cube;2020-02-09T07:18:00+05:30;0.01688437642205174
a-cube;2020-02-09T07:20:00+05:30;0.017220144677777962
a-cube;2020-02-09T07:22:00+05:30;0.01758017290740731
a-cube;2020-02-09T07:24:00+05:30;0.016266926816375572
a-cube;2020-02-09T07:26:00+05:30;0.016989928219481688
a-cube;2020-02-09T07:28:00+05:30;0.017067768096356923
a-cube;2020-02-09T07:30:00+05:30;0.017576956177778005
a-cube;2020-02-09T07:32:00+05:30;0.01759674328148155
a-cube;2020-02-09T07:34:00+05:30;0.01728168837716663
a-cube;2020-02-09T07:36:00+05:30;0.017387914774074028
a-cube;2020-02-09T07:38:00+05:30;0.017223112288888735
a-cube;2020-02-09T07:40:00+05:30;0.017098828820288778
a-cube;2020-02-09T07:42:00+05:30;0.016612388567407918
a-cube;2020-02-09T07:44:00+05:30;0.019878288656666514
a-cube;2020-02-09T07:46:00+05:30;0.01995782752277778
a-cube;2020-02-09T07:48:00+05:30;0.18646126487092593
a-cube;2020-02-09T07:50:00+05:30;0.18387235188574075
a-cube;2020-02-09T07:52:00+05:30;0.017041028692046357
a-cube;2020-02-09T07:54:00+05:30;0.017414785225926075
a-cube;2020-02-09T07:56:00+05:30;0.019039910207407383
a-cube;2020-02-09T07:58:00+05:30;0.019886019256991523
a-cube;2020-02-09T08:00:00+05:30;0.01941470184814821
a-cube;2020-02-09T08:02:00+05:30;0.018248151161379643
a-cube;2020-02-09T08:04:00+05:30;0.01731022856666658
a-cube;2020-02-09T08:06:00+05:30;0.0177828594037036
a-cube;2020-02-09T08:08:00+05:30;0.017729477559359583
a-cube;2020-02-09T08:10:00+05:30;0.017806539437036917
a-cube;2020-02-09T08:12:00+05:30;0.01765182498518512
a-cube;2020-02-09T08:14:00+05:30;0.016845109029629702
a-cube;2020-02-09T08:16:00+05:30;0.12234649921833315
a-cube;2020-02-09T08:18:00+05:30;0.12251584781958103
a-cube;2020-02-09T08:20:00+05:30;0.016491291784104724
a-cube;2020-02-09T08:22:00+05:30;0.017576957366666802
a-cube;2020-02-09T08:24:00+05:30;0.01728298034814802
a-cube;2020-02-09T08:26:00+05:30;0.016741478029629612
a-cube;2020-02-09T08:28:00+05:30;0.017023418933333513
a-cube;2020-02-09T08:30:00+05:30;0.01688213051239439
a-cube;2020-02-09T08:32:00+05:30;0.22073569185157435
a-cube;2020-02-09T08:34:00+05:30;0.17971776727222216
a-cube;2020-02-09T08:36:00+05:30;0.17938823792467407
a-cube;2020-02-09T08:38:00+05:30;0.016623552633333424
a-cube;2020-02-09T08:40:00+05:30;0.01718071769210161
a-cube;2020-02-09T08:42:00+05:30;0.017215691109596542
a-cube;2020-02-09T08:44:00+05:30;0.01716586519334623
a-cube;2020-02-09T08:46:00+05:30;0.017352613339247543
a-cube;2020-02-09T08:48:00+05:30;0.017077398544444383
a-cube;2020-02-09T08:50:00+05:30;0.018094367592592555
a-cube;2020-02-09T08:52:00+05:30;0.018018736383199625
a-cube;2020-02-09T08:54:00+05:30;0.0163383169217994
a-cube;2020-02-09T08:56:00+05:30;0.017911218233333394
a-cube;2020-02-09T08:58:00+05:30;0.01752916645555568
a-cube;2020-02-09T09:00:00+05:30;0.016893109071128305
a-cube;2020-02-09T09:02:00+05:30;0.01754446751851846
a-cube;2020-02-09T09:04:00+05:30;0.017501859878825497
a-cube;2020-02-09T09:06:00+05:30;0.017041004544444394
a-cube;2020-02-09T09:08:00+05:30;0.017506753674074026
a-cube;2020-02-09T09:10:00+05:30;0.0177808178882144
a-cube;2020-02-09T09:12:00+05:30;0.01709386003703697
a-cube;2020-02-09T09:14:00+05:30;0.017332595466666698
a-cube;2020-02-09T09:16:00+05:30;0.016806814405489468
a-cube;2020-02-09T09:18:00+05:30;0.017499821403703767
a-cube;2020-02-09T09:20:00+05:30;0.01781840341851846
a-cube;2020-02-09T09:22:00+05:30;0.016775529635608858
a-cube;2020-02-09T09:24:00+05:30;0.020324240286404734
a-cube;2020-02-09T09:26:00+05:30;0.020511122988888887
a-cube;2020-02-09T09:28:00+05:30;0.0172238288497783
a-cube;2020-02-09T09:30:00+05:30;0.017423249359259187
a-cube;2020-02-09T09:32:00+05:30;0.018052726281481326
a-cube;2020-02-09T09:34:00+05:30;0.01787740493333324
a-cube;2020-02-09T09:36:00+05:30;0.017175605352853344
a-cube;2020-02-09T09:38:00+05:30;0.017074219482892984
a-cube;2020-02-09T09:40:00+05:30;0.21548426342667537
a-cube;2020-02-09T09:42:00+05:30;0.2153556401781482
a-cube;2020-02-09T09:44:00+05:30;0.01695442498888887
a-cube;2020-02-09T09:46:00+05:30;0.017751190722222372
a-cube;2020-02-09T09:48:00+05:30;0.017701061711111122
a-cube;2020-02-09T09:50:00+05:30;0.01690551938847923
a-cube;2020-02-09T09:52:00+05:30;0.016857263374074186
a-cube;2020-02-09T09:54:00+05:30;0.017128570551851758
a-cube;2020-02-09T09:56:00+05:30;0.01711382859693106
a-cube;2020-02-09T09:58:00+05:30;0.17599124605944438
a-cube;2020-02-09T10:00:00+05:30;0.17655096483722227
a-cube;2020-02-09T10:02:00+05:30;0.13995279555405657
a-cube;2020-02-09T10:04:00+05:30;0.11450164387277775
a-cube;2020-02-09T10:06:00+05:30;0.11504809999851319
a-cube;2020-02-09T10:08:00+05:30;0.018110874859259024
a-cube;2020-02-09T10:10:00+05:30;0.01718009624074099
a-cube;2020-02-09T10:12:00+05:30;0.0167762518057204
a-cube;2020-02-09T10:14:00+05:30;0.1486638888637314
a-cube;2020-02-09T10:16:00+05:30;0.14908432708666672
a-cube;2020-02-09T10:18:00+05:30;0.017149278734243236
a-cube;2020-02-09T10:20:00+05:30;0.01735792465925942
a-cube;2020-02-09T10:22:00+05:30;0.01695777212222219
a-cube;2020-02-09T10:24:00+05:30;0.016983146792592704
a-cube;2020-02-09T10:26:00+05:30;0.0178428412444447
a-cube;2020-02-09T10:28:00+05:30;0.017628179803957547
a-cube;2020-02-09T10:30:00+05:30;0.016976970258277067
a-cube;2020-02-09T10:32:00+05:30;0.01792847238323111
a-cube;2020-02-09T10:34:00+05:30;0.018193661328411583
a-cube;2020-02-09T10:36:00+05:30;0.01638698228780681
a-cube;2020-02-09T10:38:00+05:30;0.016649219096151975
a-cube;2020-02-09T10:40:00+05:30;0.01720814906296305
a-cube;2020-02-09T10:42:00+05:30;0.017605370048148265
a-cube;2020-02-09T10:44:00+05:30;0.01741962240740733
a-cube;2020-02-09T10:46:00+05:30;0.017859323916014497
a-cube;2020-02-09T10:48:00+05:30;0.017548270348147942
a-cube;2020-02-09T10:50:00+05:30;0.01775352268888893
a-cube;2020-02-09T10:52:00+05:30;0.017283582151467743
a-cube;2020-02-09T10:54:00+05:30;0.017381208666666825
a-cube;2020-02-09T10:56:00+05:30;0.017119842481481226
a-cube;2020-02-09T10:58:00+05:30;0.016493327800767642
a-cube;2020-02-09T11:00:00+05:30;0.017529690107407334
a-cube;2020-02-09T11:02:00+05:30;0.01832541687777787
a-cube;2020-02-09T11:04:00+05:30;0.017074493662536126
a-cube;2020-02-09T11:06:00+05:30;0.017073813040663976
a-cube;2020-02-09T11:08:00+05:30;0.018210612690323345
a-cube;2020-02-09T11:10:00+05:30;0.09650602146275737
a-cube;2020-02-09T11:12:00+05:30;0.08095368154069499
a-cube;2020-02-09T11:14:00+05:30;0.08065906268926468
a-cube;2020-02-09T11:16:00+05:30;0.018209635297610903
a-cube;2020-02-09T11:18:00+05:30;0.017016651218518457
a-cube;2020-02-09T11:20:00+05:30;0.017751288583992587
a-cube;2020-02-09T11:22:00+05:30;0.21222932057537017
a-cube;2020-02-09T11:24:00+05:30;0.21217072468648154
a-cube;2020-02-09T11:26:00+05:30;0.016984378722222145
a-cube;2020-02-09T11:28:00+05:30;0.20966787090237368
a-cube;2020-02-09T11:30:00+05:30;0.20948146996129619
a-cube;2020-02-09T11:32:00+05:30;0.016723298335372165
a-cube;2020-02-09T11:34:00+05:30;0.016922117722222275
a-cube;2020-02-09T11:36:00+05:30;0.01729432594074057
a-cube;2020-02-09T11:38:00+05:30;0.016430209718732644
a-cube;2020-02-09T11:40:00+05:30;0.017653192959259115
a-cube;2020-02-09T11:42:00+05:30;0.017499335267908558
a-cube;2020-02-09T11:44:00+05:30;0.017162375118518553
a-cube;2020-02-09T11:46:00+05:30;0.018215785911111414
a-cube;2020-02-09T11:48:00+05:30;0.01812539963067857
a-cube;2020-02-09T11:50:00+05:30;0.017828313625926087
a-cube;2020-02-09T11:52:00+05:30;0.017535903299999954
a-cube;2020-02-09T11:54:00+05:30;0.01645515720556016
a-cube;2020-02-09T11:56:00+05:30;0.01680672241851829
a-cube;2020-02-09T11:58:00+05:30;0.017809869371050356
a-cube;2020-02-09T12:00:00+05:30;0.016975073577505145
a-cube;2020-02-09T12:02:00+05:30;0.14647502535075957
a-cube;2020-02-09T12:04:00+05:30;0.14643789508915686
a-cube;2020-02-09T12:06:00+05:30;0.0182676166467284
a-cube;2020-02-09T12:08:00+05:30;0.13549975458967764
a-cube;2020-02-09T12:10:00+05:30;0.13477143569220051
a-cube;2020-02-09T12:12:00+05:30;0.01763790678545658
a-cube;2020-02-09T12:14:00+05:30;0.27126405789292624
a-cube;2020-02-09T12:16:00+05:30;0.2240754205985183
a-cube;2020-02-09T12:18:00+05:30;0.21963555138316557
a-cube;2020-02-09T12:20:00+05:30;0.017276393396296438
a-cube;2020-02-09T12:22:00+05:30;0.01699860291231682
a-cube;2020-02-09T12:24:00+05:30;0.018245434892592553
a-cube;2020-02-09T12:26:00+05:30;0.01671052889259292
a-cube;2020-02-09T12:28:00+05:30;0.01730144962222248
a-cube;2020-02-09T12:30:00+05:30;0.017188372370370415
a-cube;2020-02-09T12:32:00+05:30;0.14329672295444462
a-cube;2020-02-09T12:34:00+05:30;0.1434639146137037
a-cube;2020-02-09T12:36:00+05:30;0.01709886327033238
a-cube;2020-02-09T12:38:00+05:30;0.01718209432592553
a-cube;2020-02-09T12:40:00+05:30;0.017175059700000436
a-cube;2020-02-09T12:42:00+05:30;0.017081986763012043
a-cube;2020-02-09T12:44:00+05:30;0.2004831790524075
a-cube;2020-02-09T12:46:00+05:30;0.20158795607092567
a-cube;2020-02-09T12:48:00+05:30;0.01667091838904125
a-cube;2020-02-09T12:50:00+05:30;0.017334869496296663
a-cube;2020-02-09T12:52:00+05:30;0.016984254755238064
a-cube;2020-02-09T12:54:00+05:30;0.01769822284444438
a-cube;2020-02-09T12:56:00+05:30;0.01827346433703707
a-cube;2020-02-09T12:58:00+05:30;0.01680746335521176
a-cube;2020-02-09T13:00:00+05:30;0.016734716296296234
a-cube;2020-02-09T13:02:00+05:30;0.01735782752963007
a-cube;2020-02-09T13:04:00+05:30;0.016343502169661378
a-cube;2020-02-09T13:06:00+05:30;0.017364911233454707
a-cube;2020-02-09T13:08:00+05:30;0.017529603739732412
a-cube;2020-02-09T13:10:00+05:30;0.016681362944752212
a-cube;2020-02-09T13:12:00+05:30;0.017281532348148023
a-cube;2020-02-09T13:14:00+05:30;0.01706288983333375
a-cube;2020-02-09T13:16:00+05:30;0.016702770505403593
a-cube;2020-02-09T13:18:00+05:30;0.017545853808106488
a-cube;2020-02-09T13:20:00+05:30;0.01880668396537922
a-cube;2020-02-09T13:22:00+05:30;0.2085991209533058
a-cube;2020-02-09T13:24:00+05:30;0.1687011410370373
a-cube;2020-02-09T13:26:00+05:30;0.16853158686179973
a-cube;2020-02-09T13:28:00+05:30;0.017224881229629684
a-cube;2020-02-09T13:30:00+05:30;0.017435610081481666
a-cube;2020-02-09T13:32:00+05:30;0.017562528927407225
a-cube;2020-02-09T13:34:00+05:30;0.017211996076153757
a-cube;2020-02-09T13:36:00+05:30;0.018141884170799254
a-cube;2020-02-09T13:38:00+05:30;0.0184742339935018
a-cube;2020-02-09T13:40:00+05:30;0.01893915801518216
a-cube;2020-02-09T13:42:00+05:30;0.01663437174322902
a-cube;2020-02-09T13:44:00+05:30;0.02665444336991596
a-cube;2020-02-09T13:46:00+05:30;0.0157824106172053
a-cube;2020-02-09T13:48:00+05:30;0.020540485575179065
a-cube;2020-02-09T13:50:00+05:30;0.016999387597600807
a-cube;2020-02-09T13:52:00+05:30;0.017447343703703915
a-cube;2020-02-09T13:54:00+05:30;0.13570440492449937
a-cube;2020-02-09T13:56:00+05:30;0.13586390445723198
a-cube;2020-02-09T13:58:00+05:30;0.017245577962963166
a-cube;2020-02-09T14:00:00+05:30;0.01739522147092379
a-cube;2020-02-09T14:02:00+05:30;0.017901974597268774
a-cube;2020-02-09T14:04:00+05:30;0.01681344944793679
a-cube;2020-02-09T14:06:00+05:30;0.19163366710512691
a-cube;2020-02-09T14:08:00+05:30;0.17786882018543512
a-cube;2020-02-09T14:10:00+05:30;0.08799893999644674
a-cube;2020-02-09T14:12:00+05:30;0.1371910909066842
a-cube;2020-02-09T14:14:00+05:30;0.11287507877444446
a-cube;2020-02-09T14:16:00+05:30;0.11312053902715999
a-cube;2020-02-09T14:18:00+05:30;0.017537219833333544
a-cube;2020-02-09T14:20:00+05:30;0.017423150133071053
a-cube;2020-02-09T14:22:00+05:30;0.01716968973965063
a-cube;2020-02-09T14:24:00+05:30;0.1812540568527776
a-cube;2020-02-09T14:26:00+05:30;0.18199614215541346
a-cube;2020-02-09T14:28:00+05:30;0.017201936962962835
a-cube;2020-02-09T14:30:00+05:30;0.20768488565814813
a-cube;2020-02-09T14:32:00+05:30;0.20778199617815757
a-cube;2020-02-09T14:34:00+05:30;0.016969311811043615
a-cube;2020-02-09T14:36:00+05:30;0.017364580774074295
a-cube;2020-02-09T14:38:00+05:30;0.017066742681481117
a-cube;2020-02-09T14:40:00+05:30;0.017102071466832534
a-cube;2020-02-09T14:42:00+05:30;0.017330986606453436
a-cube;2020-02-09T14:44:00+05:30;0.016596467878562223
a-cube;2020-02-09T14:46:00+05:30;0.016509137114003064
a-cube;2020-02-09T14:48:00+05:30;0.016942813651851883
a-cube;2020-02-09T14:50:00+05:30;0.01692926517273053
a-cube;2020-02-09T14:52:00+05:30;0.01701380180474891
a-cube;2020-02-09T14:54:00+05:30;0.017411329696954504
a-cube;2020-02-09T14:56:00+05:30;0.017419762058005692
a-cube;2020-02-09T14:58:00+05:30;0.12415975545203697
a-cube;2020-02-09T15:00:00+05:30;0.12453577566285587
