,Num_Date_Time,Value_comb
271,15.06,5.0
272,15.08,5.0
273,15.1,5.0
274,15.12,5.0
275,15.14,5.0
276,15.16,5.0
277,15.18,5.0
278,15.2,5.0
279,15.22,5.0
280,15.24,5.0
281,15.26,5.0
282,15.28,5.0
283,15.3,5.0
284,15.32,5.0
285,15.34,5.0
286,15.36,5.0
287,15.38,5.0
288,15.4,5.0
289,15.42,5.0
290,15.44,5.0
291,15.46,5.0
292,15.48,5.0
293,15.5,5.0
294,15.52,5.0
295,15.54,5.0
296,15.56,5.0
297,15.58,5.0
298,16.0,5.0
299,16.02,5.0
300,16.04,5.0
301,16.06,5.0
302,16.08,5.0
303,16.1,5.0
304,16.12,5.0
305,16.14,5.0
306,16.16,5.0
307,16.18,5.0
308,16.2,5.0
309,16.22,5.0
310,16.24,5.0
311,16.26,5.0
312,16.28,5.0
313,16.3,5.0
314,16.32,5.0
315,16.34,5.0
316,16.36,5.0
317,16.38,5.0
318,16.4,5.0
319,16.42,5.0
320,16.44,5.0
321,16.46,5.0
322,16.48,5.0
323,16.5,5.0
324,16.52,5.0
325,16.54,5.0
326,16.56,5.0
327,16.58,5.0
328,17.0,5.0
329,17.02,5.0
330,17.04,5.0
331,17.06,5.0
332,17.08,5.0
333,17.1,5.0
334,17.12,5.0
335,17.14,5.0
336,17.16,5.0
337,17.18,5.0
338,17.2,5.0
339,17.22,5.0
340,17.24,5.0
341,17.26,5.0
342,17.28,5.0
343,17.3,5.0
344,17.32,5.0
345,17.34,5.0
346,17.36,5.0
347,17.38,5.0
348,17.4,5.0
349,17.42,5.0
350,17.44,5.0
351,17.46,5.0
352,17.48,5.0
353,17.5,5.0
354,17.52,5.0
355,17.54,5.0
356,17.56,5.0
357,17.58,5.0
358,18.0,5.0
359,18.02,5.0
360,18.04,5.0
361,18.06,5.0
362,18.08,5.0
363,18.1,5.0
364,18.12,5.0
365,18.14,5.0
366,18.16,5.0
367,18.18,5.0
368,18.2,5.0
369,18.22,5.0
370,18.24,5.0
371,18.26,5.0
372,18.28,5.0
373,18.3,5.0
374,18.32,5.0
375,18.34,5.0
376,18.36,5.0
377,18.38,5.0
378,18.4,5.0
379,18.42,5.0
380,18.44,5.0
381,18.46,5.0
382,18.48,5.0
383,18.5,5.0
384,18.52,5.0
385,18.54,5.0
386,18.56,5.0
387,18.58,5.0
388,19.0,5.0
389,19.02,5.0
390,19.04,5.0
391,19.06,5.0
392,19.08,5.0
393,19.1,5.0
394,19.12,5.0
395,19.14,5.0
396,19.16,5.0
397,19.18,5.0
398,19.2,5.0
399,19.22,5.0
400,19.24,5.0
401,19.26,5.0
402,19.28,5.0
403,19.3,5.0
404,19.32,5.0
405,19.34,5.0
406,19.36,5.0
407,19.38,5.0
408,19.4,5.0
409,19.42,5.0
410,19.44,5.0
411,19.46,5.0
412,19.48,5.0
413,19.5,5.0
414,19.52,5.0
415,19.54,5.0
416,19.56,5.0
417,19.58,5.0
418,20.0,5.0
419,20.02,5.0
420,20.04,5.0
421,20.06,5.0
422,20.08,5.0
423,20.1,5.0
424,20.12,5.0
425,20.14,5.0
426,20.16,5.0
427,20.18,5.0
428,20.2,5.0
429,20.22,5.0
430,20.24,5.0
431,20.26,5.0
432,20.28,5.0
433,20.3,5.0
434,20.32,5.0
435,20.34,5.0
436,20.36,5.0
437,20.38,5.0
438,20.4,5.0
439,20.42,5.0
440,20.44,5.0
441,20.46,5.0
442,20.48,5.0
443,20.5,5.0
444,20.52,5.0
445,20.54,5.0
446,20.56,5.0
447,20.58,5.0
448,21.0,5.0
449,21.02,5.0
450,21.04,5.0
451,21.06,5.0
452,21.08,5.0
453,21.1,5.0
454,21.12,5.0
455,21.14,5.0
456,21.16,5.0
457,21.18,5.0
458,21.2,5.0
459,21.22,5.0
460,21.24,5.0
461,21.26,5.0
462,21.28,5.0
463,21.3,5.0
464,21.32,5.0
465,21.34,5.0
466,21.36,5.0
467,21.38,5.0
468,21.4,5.0
469,21.42,5.0
470,21.44,5.0
471,21.46,5.0
472,21.48,5.0
473,21.5,5.0
474,21.52,5.0
475,21.54,5.0
476,21.56,5.0
477,21.58,5.0
478,22.0,5.0
479,22.02,5.0
480,22.04,5.0
481,22.06,5.0
482,22.08,5.0
483,22.1,5.0
484,22.12,5.0
485,22.14,5.0
486,22.16,5.0
487,22.18,5.0
488,22.2,5.0
489,22.22,5.0
490,22.24,5.0
491,22.26,5.0
492,22.28,5.0
493,22.3,5.0
494,22.32,5.0
495,22.34,5.0
496,22.36,5.0
497,22.38,5.0
498,22.4,5.0
499,22.42,5.0
500,22.44,5.0
501,22.46,5.0
502,22.48,5.0
503,22.5,5.0
504,22.52,5.0
505,22.54,5.0
506,22.56,5.0
507,22.58,5.0
508,23.0,5.0
509,23.02,5.0
510,0.0,6.0
511,0.02,6.0
512,0.04,6.0
513,0.06,6.0
514,0.08,6.0
515,0.1,6.0
516,0.12,6.0
517,0.14,6.0
518,0.16,6.0
519,0.18,6.0
520,0.2,6.0
521,0.22,6.0
522,0.24,6.0
523,0.26,6.0
524,0.28,6.0
525,0.3,6.0
526,0.32,6.0
527,0.34,6.0
528,0.36,6.0
529,0.38,6.0
530,0.4,6.0
531,0.42,6.0
532,0.44,6.0
533,0.46,6.0
534,0.48,6.0
535,0.5,6.0
536,0.52,6.0
537,0.54,6.0
538,0.56,6.0
539,0.58,6.0
540,1.0,6.0
541,1.02,6.0
542,1.04,6.0
543,1.06,6.0
544,1.08,6.0
545,1.1,6.0
546,1.12,6.0
547,1.14,6.0
548,1.16,6.0
549,1.18,6.0
550,1.2,6.0
551,1.22,6.0
552,1.24,6.0
553,1.26,6.0
554,1.28,6.0
555,1.3,6.0
556,1.32,6.0
557,1.34,6.0
558,1.36,6.0
559,1.38,6.0
560,1.4,6.0
561,1.42,6.0
562,1.44,6.0
563,1.46,6.0
564,1.48,6.0
565,1.5,6.0
566,1.52,6.0
567,1.54,6.0
568,1.56,6.0
569,1.58,6.0
570,2.0,6.0
571,2.02,6.0
572,2.04,6.0
573,2.06,6.0
574,2.08,6.0
575,2.1,6.0
576,2.12,6.0
577,2.14,6.0
578,2.16,6.0
579,2.18,6.0
580,2.2,6.0
581,2.22,6.0
582,2.24,6.0
583,2.26,6.0
584,2.28,6.0
585,2.3,6.0
586,2.32,6.0
587,2.34,6.0
588,2.36,6.0
589,2.38,6.0
590,2.4,6.0
591,2.42,6.0
592,2.44,6.0
593,2.46,6.0
594,2.48,6.0
595,2.5,6.0
596,2.52,6.0
597,2.54,6.0
598,2.56,6.0
599,2.58,6.0
600,3.0,6.0
601,3.02,6.0
602,3.04,6.0
603,3.06,6.0
604,3.08,6.0
605,3.1,6.0
606,3.12,6.0
607,3.14,6.0
608,3.16,6.0
609,3.18,6.0
610,3.2,6.0
611,3.22,6.0
612,3.24,6.0
613,3.26,6.0
614,3.28,6.0
615,3.3,6.0
616,3.32,6.0
617,3.34,6.0
618,3.36,6.0
619,3.38,6.0
620,3.4,6.0
621,3.42,6.0
622,3.44,6.0
623,3.46,6.0
624,3.48,6.0
625,3.5,6.0
626,3.52,6.0
627,3.54,6.0
628,3.56,6.0
629,3.58,6.0
630,4.0,6.0
631,4.02,6.0
632,4.04,6.0
633,4.06,6.0
634,4.08,6.0
635,4.1,6.0
636,4.12,6.0
637,4.14,6.0
638,4.16,6.0
639,4.18,6.0
640,4.2,6.0
641,4.22,6.0
642,4.24,6.0
643,4.26,6.0
644,4.28,6.0
645,4.3,6.0
646,4.32,6.0
647,4.34,6.0
648,4.36,6.0
649,4.38,6.0
650,4.4,6.0
651,4.42,6.0
652,4.44,6.0
653,4.46,6.0
654,4.48,6.0
655,4.5,6.0
656,4.52,6.0
657,4.54,6.0
658,4.56,6.0
659,4.58,6.0
660,5.0,6.0
661,5.02,6.0
662,5.04,6.0
663,5.06,6.0
664,5.08,6.0
665,5.1,6.0
666,5.12,6.0
667,5.14,6.0
668,5.16,6.0
669,5.18,6.0
670,5.2,6.0
671,5.22,6.0
672,5.24,6.0
673,5.26,6.0
674,5.28,6.0
675,5.3,6.0
676,5.32,6.0
677,5.34,6.0
678,5.36,6.0
679,5.38,6.0
680,5.4,6.0
681,5.42,6.0
682,5.44,6.0
683,5.46,6.0
684,5.48,6.0
685,5.5,6.0
686,5.52,6.0
687,5.54,6.0
688,5.56,6.0
689,5.58,6.0
690,6.0,6.0
691,6.02,6.0
692,6.04,6.0
693,6.06,6.0
694,6.08,6.0
695,6.1,6.0
696,6.12,6.0
697,6.14,6.0
698,6.16,6.0
699,6.18,6.0
700,6.2,6.0
701,6.22,6.0
702,6.24,6.0
703,6.26,6.0
704,6.28,6.0
705,6.3,6.0
706,6.32,6.0
707,6.34,6.0
708,6.36,6.0
709,6.38,6.0
710,6.4,6.0
711,6.42,6.0
712,6.44,6.0
713,6.46,6.0
714,6.48,6.0
715,6.5,6.0
716,6.52,6.0
717,6.54,6.0
718,6.56,6.0
719,6.58,6.0
720,7.0,6.0
721,7.02,6.0
722,7.04,6.0
723,7.06,6.0
724,7.08,6.0
725,7.1,6.0
726,7.12,6.0
727,7.14,6.0
728,7.16,6.0
729,7.18,6.0
730,7.2,6.0
731,7.22,7.0
732,7.24,7.0
733,7.26,7.0
734,7.28,6.0
735,7.3,6.0
736,7.32,6.0
737,7.34,6.0
738,7.36,6.0
739,7.38,6.0
740,7.4,6.0
741,7.42,6.0
742,7.44,7.0
743,7.46,7.0
744,7.48,7.0
745,7.5,6.0
746,7.52,6.0
747,7.54,6.0
748,7.56,6.0
749,7.58,6.0
750,8.0,6.0
751,8.02,6.0
752,8.04,6.0
753,8.06,6.0
754,8.08,6.0
755,8.1,6.0
756,8.12,6.0
757,8.14,6.0
758,8.16,6.0
759,8.18,6.0
760,8.2,6.0
761,8.22,6.0
762,8.24,6.0
763,8.26,6.0
764,8.28,6.0
765,8.3,6.0
766,8.32,6.0
767,8.34,6.0
768,8.36,6.0
769,8.38,6.0
770,8.4,6.0
771,8.42,6.0
772,8.44,6.0
773,8.46,6.0
774,8.48,6.0
775,8.5,6.0
776,8.52,6.0
777,8.54,6.0
778,8.56,6.0
779,8.58,6.0
780,9.0,6.0
781,9.02,6.0
782,9.04,6.0
783,9.06,6.0
784,9.08,6.0
785,9.1,6.0
786,9.12,6.0
787,9.14,6.0
788,9.16,6.0
789,9.18,6.0
790,9.2,6.0
791,9.22,6.0
792,9.24,6.0
793,9.26,6.0
794,9.28,6.0
795,9.3,6.0
796,9.32,6.0
797,9.34,6.0
798,9.36,6.0
799,9.38,6.0
800,9.4,6.0
801,9.42,6.0
802,9.44,6.0
803,9.46,6.0
804,9.48,6.0
805,9.5,6.0
806,9.52,6.0
807,9.54,6.0
808,9.56,6.0
809,9.58,6.0
810,10.0,6.0
811,10.02,6.0
812,10.04,6.0
813,10.06,6.0
814,10.08,6.0
815,10.1,6.0
816,10.12,6.0
817,10.14,6.0
818,10.16,6.0
819,10.18,6.0
820,10.2,6.0
821,10.22,6.0
822,10.24,6.0
823,10.26,6.0
824,10.28,6.0
825,10.3,6.0
826,10.32,6.0
827,10.34,6.0
828,10.36,6.0
829,10.38,6.0
830,10.4,6.0
831,10.42,6.0
832,10.44,6.0
833,10.46,6.0
834,10.48,6.0
835,10.5,6.0
836,10.52,6.0
837,10.54,6.0
838,10.56,6.0
839,10.58,6.0
840,11.0,6.0
841,11.02,6.0
842,11.04,6.0
843,11.06,6.0
844,11.08,6.0
845,11.1,6.0
846,11.12,6.0
847,11.14,6.0
848,11.16,6.0
849,11.18,6.0
850,11.2,6.0
851,11.22,6.0
852,11.24,6.0
853,11.26,6.0
854,11.28,6.0
855,11.3,6.0
856,11.32,6.0
857,11.34,6.0
858,11.36,6.0
859,11.38,6.0
860,11.4,6.0
861,11.42,6.0
862,11.44,6.0
863,11.46,6.0
864,11.48,6.0
865,11.5,6.0
866,11.52,6.0
867,11.54,6.0
868,11.56,6.0
869,11.58,6.0
870,12.0,6.0
871,12.02,6.0
872,12.04,6.0
873,12.06,6.0
874,12.08,6.0
875,12.1,6.0
876,12.12,6.0
877,12.14,6.0
878,12.16,6.0
879,12.18,6.0
880,12.2,6.0
881,12.22,6.0
882,12.24,6.0
883,12.26,6.0
884,12.28,6.0
885,12.3,6.0
886,12.32,6.0
887,12.34,6.0
888,12.36,6.0
889,12.38,6.0
890,12.4,6.0
891,12.42,6.0
892,12.44,6.0
893,12.46,6.0
894,12.48,6.0
895,12.5,6.0
896,12.52,6.0
897,12.54,6.0
898,12.56,6.0
899,12.58,6.0
900,13.0,6.0
901,13.02,6.0
902,13.04,6.0
903,13.06,6.0
904,13.08,6.0
905,13.1,6.0
906,13.12,6.0
907,13.14,6.0
908,13.16,6.0
909,13.18,6.0
910,13.2,6.0
911,13.22,6.0
912,13.24,6.0
913,13.26,6.0
914,13.28,6.0
915,13.3,6.0
916,13.32,6.0
917,13.34,6.0
918,13.36,8.0
919,13.38,17.0
920,13.4,8.0
921,13.42,7.0
922,13.44,7.0
923,13.46,7.0
924,13.48,7.0
925,13.5,7.0
926,13.52,8.0
927,13.54,8.0
928,13.56,8.0
929,13.58,7.0
930,14.0,7.0
931,14.02,6.0
932,14.04,7.0
933,14.06,8.0
934,14.08,8.0
935,14.1,7.0
936,14.12,6.0
937,14.14,6.0
938,14.16,7.0
939,14.18,7.0
940,14.2,6.0
941,14.22,6.0
942,14.24,6.0
943,14.26,6.0
944,14.28,6.0
945,14.3,6.0
946,14.32,6.0
947,14.34,6.0
948,14.36,6.0
949,14.38,6.0
950,14.4,6.0
951,14.42,6.0
952,14.44,6.0
953,14.46,6.0
954,14.48,6.0
955,14.5,6.0
956,14.52,7.0
957,14.54,7.0
958,14.56,7.0
959,14.58,7.0
960,15.0,7.0
961,15.02,7.0
962,15.04,7.0
963,15.06,7.0
964,15.08,7.0
965,15.1,6.0
966,15.12,6.0
967,15.14,6.0
968,15.16,6.0
969,15.18,5.0
970,15.2,5.0
971,15.22,5.0
972,15.24,5.0
973,15.26,5.0
974,15.28,7.0
975,15.3,7.0
976,15.32,7.0
977,15.34,7.0
978,15.36,7.0
979,15.38,7.0
980,15.4,7.0
981,15.42,6.0
982,15.44,5.0
983,15.46,5.0
984,15.48,6.0
985,15.5,6.0
986,15.52,6.0
987,15.54,5.0
988,15.56,5.0
989,15.58,5.0
990,16.0,5.0
991,16.02,5.0
992,16.04,5.0
993,16.06,5.0
994,16.08,5.0
995,16.1,5.0
996,16.12,5.0
997,16.14,5.0
998,16.16,5.0
999,16.18,5.0
1000,16.2,5.0
1001,16.22,5.0
1002,16.24,5.0
1003,16.26,5.0
1004,16.28,5.0
1005,16.3,5.0
1006,16.32,5.0
1007,16.34,5.0
1008,16.36,5.0
1009,16.38,5.0
1010,16.4,5.0
1011,16.42,5.0
1012,16.44,5.0
1013,16.46,5.0
1014,16.48,5.0
1015,16.5,6.0
1016,16.52,6.0
1017,16.54,6.0
1018,16.56,5.0
1019,16.58,5.0
1020,17.0,5.0
1021,17.02,5.0
1022,17.04,5.0
1023,17.06,5.0
1024,17.08,5.0
1025,17.1,7.0
1026,17.12,7.0
1027,17.14,7.0
1028,17.16,6.0
1029,17.18,5.0
1030,17.2,5.0
1031,17.22,5.0
1032,17.24,5.0
1033,17.26,5.0
1034,17.28,7.0
1035,17.3,7.0
1036,17.32,6.0
1037,17.34,5.0
1038,17.36,5.0
1039,17.38,5.0
1040,17.4,5.0
1041,17.42,5.0
1042,17.44,5.0
1043,17.46,5.0
1044,17.48,5.0
1045,17.5,5.0
1046,17.52,5.0
1047,17.54,5.0
1048,17.56,5.0
1049,17.58,6.0
1050,18.0,6.0
1051,18.02,5.0
1052,18.04,7.0
1053,18.06,7.0
1054,18.08,6.0
1055,18.1,5.0
1056,18.12,5.0
1057,18.14,5.0
1058,18.16,5.0
1059,18.18,5.0
1060,18.2,6.0
1061,18.22,6.0
1062,18.24,5.0
1063,18.26,5.0
1064,18.28,5.0
1065,18.3,5.0
1066,18.32,5.0
1067,18.34,5.0
1068,18.36,5.0
1069,18.38,5.0
1070,18.4,5.0
1071,18.42,5.0
1072,18.44,5.0
1073,18.46,5.0
1074,18.48,5.0
1075,18.5,5.0
1076,18.52,5.0
1077,18.54,5.0
1078,18.56,5.0
1079,18.58,5.0
1080,19.0,5.0
1081,19.02,5.0
1082,19.04,5.0
1083,19.06,5.0
1084,19.08,5.0
1085,19.1,5.0
1086,19.12,5.0
1087,19.14,5.0
1088,19.16,5.0
1089,19.18,5.0
1090,19.2,5.0
1091,19.22,5.0
1092,19.24,5.0
1093,19.26,5.0
1094,19.28,5.0
1095,19.3,5.0
1096,19.32,5.0
1097,19.34,5.0
1098,19.36,5.0
1099,19.38,5.0
1100,19.4,5.0
1101,19.42,5.0
1102,19.44,5.0
1103,19.46,5.0
1104,19.48,5.0
1105,19.5,5.0
1106,19.52,5.0
1107,19.54,5.0
1108,19.56,5.0
1109,19.58,5.0
1110,20.0,5.0
1111,20.02,5.0
1112,20.04,5.0
1113,20.06,5.0
1114,20.08,5.0
1115,20.1,5.0
1116,20.12,5.0
1117,20.14,5.0
1118,20.16,5.0
1119,20.18,5.0
1120,20.2,5.0
1121,20.22,5.0
1122,20.24,5.0
1123,20.26,5.0
1124,20.28,5.0
1125,20.3,5.0
1126,20.32,5.0
1127,20.34,5.0
1128,20.36,5.0
1129,20.38,5.0
1130,20.4,5.0
1131,20.42,5.0
1132,20.44,5.0
1133,20.46,5.0
1134,20.48,5.0
1135,20.5,5.0
1136,20.52,5.0
1137,20.54,5.0
1138,20.56,5.0
1139,20.58,5.0
1140,21.0,5.0
1141,21.02,5.0
1142,21.04,5.0
1143,21.06,5.0
1144,21.08,5.0
1145,21.1,5.0
1146,21.12,5.0
1147,21.14,5.0
1148,21.16,5.0
1149,21.18,5.0
1150,21.2,5.0
1151,21.22,5.0
1152,21.24,5.0
1153,21.26,5.0
1154,21.28,5.0
1155,21.3,5.0
1156,21.32,5.0
1157,21.34,5.0
1158,21.36,5.0
1159,21.38,5.0
1160,21.4,5.0
1161,21.42,5.0
1162,21.44,5.0
1163,21.46,5.0
1164,21.48,5.0
1165,21.5,5.0
1166,21.52,5.0
1167,21.54,5.0
1168,21.56,5.0
1169,21.58,5.0
1170,22.0,5.0
1171,22.02,5.0
1172,22.04,5.0
1173,22.06,5.0
1174,22.08,5.0
1175,22.1,5.0
1176,22.12,5.0
1177,22.14,5.0
1178,22.16,5.0
1179,22.18,5.0
1180,22.2,5.0
1181,22.22,5.0
1182,22.24,5.0
1183,22.26,5.0
1184,22.28,5.0
1185,22.3,5.0
1186,22.32,5.0
1187,22.34,5.0
1188,22.36,5.0
1189,22.38,5.0
1190,22.4,5.0
1191,22.42,5.0
1192,22.44,5.0
1193,22.46,5.0
1194,22.48,5.0
1195,22.5,5.0
1196,22.52,5.0
1197,22.54,5.0
1198,22.56,5.0
1199,22.58,5.0
1200,23.0,5.0
1201,23.02,5.0
1202,0.0,4.0
1203,0.02,4.0
1204,0.04,4.0
1205,0.06,4.0
1206,0.08,4.0
1207,0.1,4.0
1208,0.12,4.0
1209,0.14,4.0
1210,0.16,4.0
1211,0.18,4.0
1212,0.2,4.0
1213,0.22,4.0
1214,0.24,4.0
1215,0.26,4.0
1216,0.28,4.0
1217,0.3,4.0
1218,0.32,4.0
1219,0.34,4.0
1220,0.36,4.0
1221,0.38,4.0
1222,0.4,4.0
1223,0.42,4.0
1224,0.44,4.0
1225,0.46,4.0
1226,0.48,4.0
1227,0.5,4.0
1228,0.52,4.0
1229,0.54,4.0
1230,0.56,4.0
1231,0.58,4.0
1232,1.0,4.0
1233,1.02,4.0
1234,1.04,4.0
1235,1.06,4.0
1236,1.08,4.0
1237,1.1,4.0
1238,1.12,4.0
1239,1.14,4.0
1240,1.16,4.0
1241,1.18,4.0
1242,1.2,4.0
1243,1.22,4.0
1244,1.24,4.0
1245,1.26,4.0
1246,1.28,4.0
1247,1.3,4.0
1248,1.32,4.0
1249,1.34,4.0
1250,1.36,4.0
1251,1.38,4.0
1252,1.4,4.0
1253,1.42,4.0
1254,1.44,4.0
1255,1.46,4.0
1256,1.48,4.0
1257,1.5,4.0
1258,1.52,4.0
1259,1.54,4.0
1260,1.56,4.0
1261,1.58,4.0
1262,2.0,4.0
1263,2.02,4.0
1264,2.04,4.0
1265,2.06,4.0
1266,2.08,4.0
1267,2.1,4.0
1268,2.12,4.0
1269,2.14,4.0
1270,2.16,4.0
1271,2.18,4.0
1272,2.2,4.0
1273,2.22,4.0
1274,2.24,4.0
1275,2.26,4.0
1276,2.28,4.0
1277,2.3,4.0
1278,2.32,4.0
1279,2.34,4.0
1280,2.36,4.0
1281,2.38,4.0
1282,2.4,4.0
1283,2.42,4.0
1284,2.44,4.0
1285,2.46,4.0
1286,2.48,4.0
1287,2.5,4.0
1288,2.52,4.0
1289,2.54,4.0
1290,2.56,4.0
1291,2.58,4.0
1292,3.0,4.0
1293,3.02,4.0
1294,3.04,4.0
1295,3.06,4.0
1296,3.08,4.0
1297,3.1,4.0
1298,3.12,4.0
1299,3.14,4.0
1300,3.16,4.0
1301,3.18,4.0
1302,3.2,4.0
1303,3.22,4.0
1304,3.24,4.0
1305,3.26,4.0
1306,3.28,4.0
1307,3.3,4.0
1308,3.32,4.0
1309,3.34,4.0
1310,3.36,4.0
1311,3.38,4.0
1312,3.4,4.0
1313,3.42,4.0
1314,3.44,4.0
1315,3.46,4.0
1316,3.48,4.0
1317,3.5,4.0
1318,3.52,4.0
1319,3.54,4.0
1320,3.56,4.0
1321,3.58,4.0
1322,4.0,4.0
1323,4.02,4.0
1324,4.04,4.0
1325,4.06,4.0
1326,4.08,4.0
1327,4.1,4.0
1328,4.12,4.0
1329,4.14,4.0
1330,4.16,4.0
1331,4.18,4.0
1332,4.2,4.0
1333,4.22,4.0
1334,4.24,4.0
1335,4.26,4.0
1336,4.28,4.0
1337,4.3,4.0
1338,4.32,4.0
1339,4.34,4.0
1340,4.36,4.0
1341,4.38,4.0
1342,4.4,4.0
1343,4.42,4.0
1344,4.44,4.0
1345,4.46,4.0
1346,4.48,4.0
1347,4.5,4.0
1348,4.52,4.0
1349,4.54,4.0
1350,4.56,4.0
1351,4.58,4.0
1352,5.0,4.0
1353,5.02,4.0
1354,5.04,4.0
1355,5.06,4.0
1356,5.08,4.0
1357,5.1,4.0
1358,5.12,4.0
1359,5.14,4.0
